#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonymns Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
435264	854208	856484	34444	36519	YOR043W	YHR084W	WHI2	STE12	-	-	Synthetic Rescue	genetic	Radcliffe PA (1997)	9202462	559292	559292	Low Throughput	-	-	filamentous growth:partial rescue	-	-	BioGRID
450748	850774	854208	31358	34444	YLR085C	YOR043W	ARP6	WHI2	-	-	Synthetic Growth Defect	genetic	Tong AH (2004)	14764870	559292	559292	High Throughput	-	-	vegetative growth	-	-	BioGRID
451507	850793	854208	31376	34444	YLR103C	YOR043W	CDC45	WHI2	SLD4	-	Synthetic Growth Defect	genetic	Tong AH (2004)	14764870	559292	559292	High Throughput	-	-	vegetative growth	-	-	BioGRID
451653	854086	854208	34333	34444	YOL068C	YOR043W	HST1	WHI2	-	-	Synthetic Growth Defect	genetic	Tong AH (2004)	14764870	559292	559292	High Throughput	-	-	vegetative growth	-	-	BioGRID
455855	855950	854208	36030	34444	YPL153C	YOR043W	RAD53	WHI2	MEC2|SPK1|LSD1	-	Synthetic Growth Defect	genetic	Pan X (2006)	16487579	559292	559292	High Throughput	-	-	vegetative growth	confirmed by RSA	-	BioGRID
505360	854208	851889	34444	32347	YOR043W	YDR295C	WHI2	HDA2	-	PLO2	Synthetic Rescue	genetic	Hang M (2011)	21288874	559292	559292	High Throughput	-	-	colony size:wild type	High Throughput: A modified Synthetic Genetic Array (SGA) analysis involving triple mutants was carried out to assess the genome-wide suppression of htz1 negative genetic interactions.  A double mutant query strain carrying a deletion of hda2 (suppressor) and an htz1 deletion was crossed against mini-arrays containing strains with known gene deletions that have negative genetic interactions with htz1 null mutants.	-	BioGRID
505428	854208	856607	34444	36634	YOR043W	YHR200W	WHI2	RPN10	-	SUN1|MCB1	Synthetic Rescue	genetic	Hang M (2011)	21288874	559292	559292	High Throughput	-	-	colony size:wild type	High Throughput: A modified Synthetic Genetic Array (SGA) analysis involving triple mutants was carried out to assess the genome-wide suppression of htz1 negative genetic interactions.  A double mutant query strain carrying a deletion of rpn10 (suppressor) and an htz1 deletion was crossed against mini-arrays containing strains with known gene deletions that have negative genetic interactions with htz1 null mutants.	-	BioGRID
505586	854208	851934	34444	32391	YOR043W	YDR334W	WHI2	SWR1	-	-	Synthetic Rescue	genetic	Hang M (2011)	21288874	559292	559292	High Throughput	-	-	colony size:wild type	High Throughput: A modified Synthetic Genetic Array (SGA) analysis involving triple mutants was carried out to assess the genome-wide suppression of htz1 negative genetic interactions.  A double mutant query strain carrying a deletion of swr1 (suppressor) and an htz1 deletion was crossed against mini-arrays containing strains with known gene deletions that have negative genetic interactions with htz1 null mutants.	-	BioGRID
514687	851261	854208	31788	34444	YAL002W	YOR043W	VPS8	WHI2	VPT8|VPL8|FUN15	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-2.53719	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
514731	854208	856753	34444	36766	YOR043W	YER031C	WHI2	YPT31	-	YPT8	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-7.231807	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
514767	854256	854208	34487	34444	YOR089C	YOR043W	VPS21	WHI2	YPT21|YPT51|VPS12|VPT12	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-3.098715	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
514816	852796	854208	33166	34444	YGL084C	YOR043W	GUP1	WHI2	-	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-3.838946	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
514880	855529	854208	35641	34444	YNL192W	YOR043W	CHS1	WHI2	USA4	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-8.529933	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
514944	852233	854208	32650	34444	YBL047C	YOR043W	EDE1	WHI2	BUD15	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-3.770264	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515159	856021	854208	36097	34444	YPL084W	YOR043W	BRO1	WHI2	ASI6|NPI3|LPF2|VPS31	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-7.189905	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515181	850574	854208	31172	34444	YFR019W	YOR043W	FAB1	WHI2	SVL7	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-4.265081	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515240	851996	854208	32449	34444	YDR388W	YOR043W	RVS167	WHI2	-	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-3.881084	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515276	855739	854208	35831	34444	YNR006W	YOR043W	VPS27	WHI2	GRD11|VPL23|VPT27|SSV17|DID7	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-12.152325	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515289	856303	854208	36346	34444	YPR173C	YOR043W	VPS4	WHI2	END13|GRD13|VPT10|DID6|CSC1|VPL4	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-12.08001	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515300	854208	854141	34444	34384	YOR043W	YOL019W	WHI2	YOL019W	-	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-4.403789	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515309	854151	854208	34393	34444	YOL011W	YOR043W	PLB3	WHI2	-	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-4.078634	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515355	851653	854208	32136	34444	YDR080W	YOR043W	VPS41	WHI2	VAM2|CVT8|SVL2|VPL20|FET2	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-5.860114	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515379	854087	854208	34334	34444	YOL067C	YOR043W	RTG1	WHI2	-	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-2.850738	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515380	850810	854208	31391	34444	YLR119W	YOR043W	SRN2	WHI2	VPS37|VPL16|SRN10	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-7.093392	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515381	851372	854208	31884	34444	YDL226C	YOR043W	GCS1	WHI2	-	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-3.013032	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515382	854142	854208	34385	34444	YOL018C	YOR043W	TLG2	WHI2	-	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-5.391718	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515383	851335	854208	31853	34444	YDL192W	YOR043W	ARF1	WHI2	-	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-5.51491	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515384	850728	854208	31315	34444	YLR039C	YOR043W	RIC1	WHI2	-	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-3.935006	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515385	850420	854208	31033	34444	YCR053W	YOR043W	THR4	WHI2	-	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-3.155343	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515386	856612	854208	36639	34444	YHR205W	YOR043W	SCH9	WHI2	HRM2|KOM1	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-7.091803	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
515387	855640	854208	35739	34444	YNL084C	YOR043W	END3	WHI2	-	-	Negative Genetic	genetic	Aguilar PS (2010)	20526336	559292	559292	High Throughput	-2.505708	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BioGRID
559776	853803	854208	34071	34444	YKL062W	YOR043W	MSN4	WHI2	-	-	Phenotypic Enhancement	genetic	Sadeh A (2011)	21757539	559292	559292	Low Throughput	-	-	protein/peptide accumulation	double mutants show a synthetic decrease in stress reporter gene expression	-	BioGRID
559777	854208	855053	34444	35209	YOR043W	YMR037C	WHI2	MSN2	-	-	Phenotypic Suppression	genetic	Sadeh A (2011)	21757539	559292	559292	Low Throughput	-	-	protein/peptide accumulation:wild type	overexpression of Msn2 rescues the lack of stress response seen in a whi2 mutant	-	BioGRID
559778	854208	851019	34444	31575	YOR043W	YLR310C	WHI2	CDC25	-	CTN1	Phenotypic Suppression	genetic	Sadeh A (2011)	21757539	559292	559292	Low Throughput	-	-	protein/peptide accumulation:partial rescue	deletion of cdc25 rescues the lack of stress response seen in a whi2 mutant	-	BioGRID
559779	854208	853529	34444	33823	YOR043W	YJR066W	WHI2	TOR1	-	DRR1	Phenotypic Enhancement	genetic	Sadeh A (2011)	21757539	559292	559292	Low Throughput	-	-	protein/peptide accumulation	double mutants show a decrease in stress response reporter expression	-	BioGRID
559780	854208	855625	34444	35725	YOR043W	YNL098C	WHI2	RAS2	-	CYR3|CTN5|TSL7|GLC5	Phenotypic Enhancement	genetic	Sadeh A (2011)	21757539	559292	559292	Low Throughput	-	-	protein/peptide accumulation	double mutants show a decrease in stress response reporter expression	-	BioGRID
